;opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;ulica;lokator_ulica_dzielnica;geo_location;point;latitude;longitude;altitude;geometry;dst_center;vist_dist;trams_dist
1265;Drugi Etap! Zielonki- KrK!! POPIELATE WZGÓRZA 2.0!;Kraków , Prądnik Biały;3 pokoje;429000.0;63.5;6756.0;https://www.otodom.pl/oferta/drugi-etap-zielonki-krk-popielate-wzgorza-2-0-ID3DRyU.html#e31c70b131;2020-02-05 18:36:28.866969;Zielonki;Kraków, Kraków , Prądnik Biały, Zielonki;Na Zielonki, Tonie, Prądnik Biały, Kraków, województwo małopolskie, 31-268, Polska;(50.1155609, 19.9006123, 0.0);50.1155609;19.9006123;0.0;POINT (564369.6124846622 250201.5232388088);6627;7041.819131662904;3698.087962902798
1267;Studio W Suterenie - Okolica Pl. Bohaterów Getta;Kraków , Podgórze, Stare Podgórze;1 pokój;180000.0;21.1;8531.0;https://www.otodom.pl/oferta/studio-w-suterenie-okolica-pl-bohaterow-getta-ID44uOh.html#e31c70b131;2020-02-05 18:36:28.866969;Getta;Kraków, Kraków , Podgórze, Stare Podgórze, Getta;Plac Bohaterów Getta, Podgórze, Kraków, województwo małopolskie, Polska;(50.0467232, 19.95438111538139, 0.0);50.0467232;19.95438111538139;0.0;POINT (568310.3352903129 242597.9485702962);1972;221.13563694464628;44.99955274645287
1268;2 Pokoje W Suterenie - Okolica Pl. Bohaterów Getta;Kraków , Podgórze, Stare Podgórze;2 pokoje;184000.0;21.7;8479.0;https://www.otodom.pl/oferta/2-pokoje-w-suterenie-okolica-pl-bohaterow-getta-ID44uOg.html#e31c70b131;2020-02-05 18:36:28.866969;Getta;Kraków, Kraków , Podgórze, Stare Podgórze, Getta;Plac Bohaterów Getta, Podgórze, Kraków, województwo małopolskie, Polska;(50.0467232, 19.95438111538139, 0.0);50.0467232;19.95438111538139;0.0;POINT (568310.3352903129 242597.9485702962);1972;221.13563694464628;44.99955274645287
1270;3 pokoje na Zabłociu;Kraków , Podgórze;3 pokoje;997000.0;75.0;13293.0;https://www.otodom.pl/oferta/3-pokoje-na-zablociu-ID44njI.html#e31c70b131;2020-02-05 18:36:28.866969;Zabłocie;Kraków, Kraków , Podgórze, Zabłocie;Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-705, Polska;(50.0510909, 19.9735024, 0.0);50.0510909;19.9735024;0.0;POINT (569672.6048377061 243101.0676127635);2764;85.35957135312616;481.0420837789601
1278;Apartamenty Novum - Rakowicka - Śródmieście.;Kraków , Stare Miasto;2 pokoje;897000.0;64.17;13978.0;https://www.otodom.pl/oferta/apartamenty-novum-rakowicka-srodmiescie-ID4491z.html#e31c70b131;2020-02-05 18:36:28.868368;Rakowicka;Kraków, Kraków , Stare Miasto, Rakowicka;Rakowicka, Warszawskie, Grzegórzki, Kraków, województwo małopolskie, 31-511, Polska;(50.068229, 19.9525984, 0.0);50.068229;19.9525984;0.0;POINT (568152.2658953031 244986.6823723251);1316;1770.1987187994741;16.490531476898568
1279;Starowiślna - Stare Miasto - Kraków;Kraków , Stare Miasto;2 pokoje;720000.0;62.0;11613.0;https://www.otodom.pl/oferta/starowislna-stare-miasto-krakow-ID44s6L.html#e31c70b131;2020-02-05 18:36:28.868368;Starowiślna;Kraków, Kraków , Stare Miasto, Starowiślna;Starowiślna, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-038, Polska;(50.0560672, 19.9457877, 0.0);50.0560672;19.9457877;0.0;POINT (567682.1226694608 243628.7109473413);781;861.0404787494102;113.87371199977093
1287;3 pok. z ogródkiem na ul. Adama Prażmowskiego;Kraków , Dębniki, Sidzina;3 pokoje;359000.0;55.0;6527.0;https://www.otodom.pl/oferta/3-pok-z-ogrodkiem-na-ul-adama-prazmowskiego-ID44svV.html#950393c28f;2020-02-05 18:36:30.161456;Prażmowskiego;Kraków, Kraków , Dębniki, Sidzina, Prażmowskiego;Adama Prażmowskiego, Sidzina, Dębniki, Kraków, województwo małopolskie, 30-399, Polska;(49.9831768, 19.8733578, 0.0);49.9831768;19.8733578;0.0;POINT (562593.6295408703 235463.9017473655);9809;6125.559628210259;4030.7909740609944
1294;2 Pok Garderoba Garaż Balkon Cz. Prądnik Marchołta;Kraków , Prądnik Czerwony;2 pokoje;569000.0;50.4;11290.0;https://www.otodom.pl/oferta/2-pok-garderoba-garaz-balkon-cz-pradnik-marcholta-ID44mvc.html#950393c28f;2020-02-05 18:36:30.161456;Prądnika;Kraków, Kraków , Prądnik Czerwony, Prądnika;Enklawa Prądnika, Prądnik Czerwony, Kraków, województwo małopolskie, Polska;(50.0933468, 19.98679355896063, 0.0);50.0933468;19.98679355896063;0.0;POINT (570561.7860403393 247810.2744327188);5006;3677.959506270913;707.4642569888396
1296;Wysoki standard, 2 pokoje, Bonarka, do wejścia;Kraków , Podgórze Duchackie, Wola Duchacka;2 pokoje;485000.0;44.42;10919.0;https://www.otodom.pl/oferta/wysoki-standard-2-pokoje-bonarka-do-wejscia-ID438Ex.html#950393c28f;2020-02-05 18:36:30.161456;Bonarka;Kraków, Kraków , Podgórze Duchackie, Wola Duchacka, Bonarka;Bonarka, Bonarka City Center, Podgórze Duchackie, Kraków, województwo małopolskie, Polska;(50.02881094999999, 19.953975973958336, 0.0);50.02881094999999;19.953975973958336;0.0;POINT (568306.7476097146 240606.6451572897);3757;1891.3367690277382;1206.9615241222787
1299;Mieszkanie 37 m2 świeżo po remoncie. Mały Płaszów;Kraków , Podgórze;2 pokoje;369999.0;37.0;10000.0;https://www.otodom.pl/oferta/mieszkanie-37-m2-swiezo-po-remoncie-maly-plaszow-ID44uEQ.html#950393c28f;2020-02-05 18:36:30.163472;Płaszów;Kraków, Kraków , Podgórze, Płaszów;Płaszów, Podgórze, Kraków, województwo małopolskie, Polska;(50.039926949999995, 19.99481075250016, 0.0);50.039926949999995;19.99481075250016;0.0;POINT (571214.1130514935 241880.2870066892);4684;1050.1675202794804;165.25334876802833
1300;Komfortowy apartament przy Zakrzówku;Kraków , Dębniki;2 pokoje;539000.0;56.0;9625.0;https://www.otodom.pl/oferta/komfortowy-apartament-przy-zakrzowku-ID44r1G.html#950393c28f;2020-02-05 18:36:30.163472;Zakrzówek;Kraków, Kraków , Dębniki, Zakrzówek;Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-346, Polska;(50.0418746, 19.9197934, 0.0);50.0418746;19.9197934;0.0;POINT (565841.3712397455 242027.9884201232);2492;1019.3479179999155;311.81983016011986
1301;Mieszkanie 3 pok. 61m2, Kużnicy Kołłątajowskiej;Kraków , Prądnik Biały;3 pokoje;485000.0;61.3;7912.0;https://www.otodom.pl/oferta/mieszkanie-3-pok-61m2-kuznicy-kollatajowskiej-ID44eCn.html#950393c28f;2020-02-05 18:36:30.163472;Kołłątajowskiej;Kraków, Kraków , Prądnik Biały, Kołłątajowskiej;Kuźnicy Kołłątajowskiej, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-220, Polska;(50.1009196, 19.9593245, 0.0);50.1009196;19.9593245;0.0;POINT (568586.8003525125 248626.4028097093);4692;4905.575439638873;2388.376864848016
1305;Mieszkanie 84 m2 4pok. Kraków Żabiniec;Kraków , Prądnik Biały, Żabiniec;3 pokoje;590000.0;84.0;7024.0;https://www.otodom.pl/oferta/mieszkanie-84-m2-4pok-krakow-zabiniec-ID44uyS.html#950393c28f;2020-02-05 18:36:30.164467;"""Kraków""";"Kraków, Kraków , Prądnik Biały, Żabiniec, ""Kraków""";FUP Kraków 73, 1, Ludwika Solskiego, Osiedle Żabiniec, Prądnik Biały, Kraków, województwo małopolskie, 31-200, Polska;(50.0844088, 19.9449087, 0.0);50.0844088;19.9449087;0.0;POINT (567579.3790518836 246778.0815080479);2649;3416.9380950071495;649.3151870306793
1310;Apartament 3 pokojowy, 63 m, Grzegórzki Kotlarska;Kraków , Grzegórzki;3 pokoje;674800.0;63.0;10711.0;https://www.otodom.pl/oferta/apartament-3-pokojowy-63-m-grzegorzki-kotlarska-ID44pdH.html#950393c28f;2020-02-05 18:36:30.164467;Grzegórzeckie;Kraków, Kraków , Grzegórzki, Grzegórzeckie;Rondo Grzegórzeckie, Grzegórzecka, Wesoła, Grzegórzki, Kraków, województwo małopolskie, 31-539, Polska;(50.05760175, 19.957833465730346, 0.0);50.05760175;19.957833465730346;0.0;POINT (568541.9372308356 243810.2551311059);1465;532.1757339387575;8.926368849540838
1311;3 pokoje na 2 piętrze Wola Duchacka (Właściciel);Kraków , Podgórze Duchackie, Wola Duchacka;3 pokoje;461000.0;53.08;8685.0;https://www.otodom.pl/oferta/3-pokoje-na-2-pietrze-wola-duchacka-wlasciciel-ID44phL.html#1374c5280c;2020-02-05 18:36:31.048756;Duchacka;Kraków, Kraków , Podgórze Duchackie, Wola Duchacka, Duchacka;Kraków Bonarka, Kładka pieszo-rowerowa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-416, Polska;(50.0293189, 19.9462275, 0.0);50.0293189;19.9462275;0.0;POINT (567751.2342442736 240656.0522081703);3571;1693.0379935073563;671.4454283868005
1318;"osiedle "" Cegielniane """;Kraków , Łagiewniki-Borek Fałęcki;2 pokoje;360000.0;40.77;8830.0;https://www.otodom.pl/oferta/osiedle-cegielniane-ID44uue.html#1374c5280c;2020-02-05 18:36:31.049754;Osiedle;Kraków, Kraków , Łagiewniki-Borek Fałęcki, Osiedle;Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-418, Polska;(50.0199633, 19.9294446, 0.0);50.0199633;19.9294446;0.0;POINT (566562.5010926843 239601.1100098249);4604;2822.079298482199;347.22266534352224
1321;Atrakcyjne dwupoziomowe Kordiana;Kraków , Podgórze Duchackie, Kurdwanów;4 pokoje;630000.0;91.87;6858.0;https://www.otodom.pl/oferta/atrakcyjne-dwupoziomowe-kordiana-ID44uu4.html#1374c5280c;2020-02-05 18:36:31.050751;Kordiana;Kraków, Kraków , Podgórze Duchackie, Kurdwanów, Kordiana;Kordiana, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-653, Polska;(50.0102046, 19.9634521, 0.0);50.0102046;19.9634521;0.0;POINT (569011.8974553518 238547.2721252525);5934;4065.860282737541;371.44246424931396
1334;Mieszkanie Kraków 58m2 ODŚWIEŻONE +PARKING w cenie;Kraków , Podgórze Duchackie;2 pokoje;490000.0;58.0;8448.0;https://www.otodom.pl/oferta/mieszkanie-krakow-58m2-odswiezone-parking-w-cenie-ID446BC.html#1374c5280c;2020-02-05 18:36:31.054763;"""Kraków""";"Kraków, Kraków , Podgórze Duchackie, ""Kraków""";Kraków Płaszów, Peron 2 - moderniacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.0345327;19.9754459;0.0;POINT (569835.7166101226 241262.450246132);3976;1929.7407419703036;161.26094241811987
1335;Kraków Krowodrza ul.Lea 2 pokoje.40m2. Obok Agh,UP;Kraków , Krowodrza;2 pokoje;399000.0;40.0;9975.0;https://www.otodom.pl/oferta/krakow-krowodrza-ul-lea-2-pokoje-40m2-obok-agh-up-ID43XBL.html#1374c5280c;2020-02-05 18:36:31.054763;"""Kraków""";"Kraków, Kraków , Krowodrza, ""Kraków""";Muzeum Historyczne Miasta Krakowa Ulica Pomorska, 2, Pomorska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-039, Polska;(50.0707757, 19.9248071, 0.0);50.0707757;19.9248071;0.0;POINT (566160.5045714349 245244.7674069256);1438;1786.5194731970412;152.81512099634932
1339;Nowa Inwestycja Kawalerek od 17m2 Ul Wileńska;Kraków , Prądnik Czerwony;1 pokój;150000.0;17.0;8824.0;https://www.otodom.pl/oferta/nowa-inwestycja-kawalerek-od-17m2-ul-wilenska-ID3Zr2E.html#85a7a68d57;2020-02-05 18:36:32.226243;Wileńska;Kraków, Kraków , Prądnik Czerwony, Wileńska;Wileńska, Rogatka Warszawska, Prądnik Czerwony, Kraków, województwo małopolskie, 31-425, Polska;(50.0829379, 19.9525652, 0.0);50.0829379;19.9525652;0.0;POINT (568129.0440596101 246621.5458540684);2652;3354.6949823598297;1028.872794355467
1343;2 pokoje na Kazimierzu - idealne na krótki termin;Kraków , Stare Miasto;2 pokoje;577849.0;44.74;12916.0;https://www.otodom.pl/oferta/2-pokoje-na-kazimierzu-idealne-na-krotki-termin-ID44upM.html#85a7a68d57;2020-02-05 18:36:32.226243;Kazimierza;Kraków, Kraków , Stare Miasto, Kazimierza;Kościół pw. Świętego Kazimierza Królewicza, 4, Reformacka, Stare Miasto, Kraków, województwo małopolskie, 31-012, Polska;(50.0648696, 19.936230887154693, 0.0);50.0648696;19.936230887154693;0.0;POINT (566985.9733360073 244598.4836738249);448;1158.4511780145535;228.73946884946844
1346;2 pokojowe mieszkanie tuż przy Błoniach!;Kraków , Zwierzyniec, Salwator;2 pokoje;653075.0;37.75;17300.0;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-tuz-przy-bloniach-ID44up6.html#85a7a68d57;2020-02-05 18:36:32.226243;Błoniach;Kraków, Kraków , Zwierzyniec, Salwator, Błoniach;Na Błoniach, Salwator, Zwierzyniec, Kraków, województwo małopolskie, 30-209, Polska;(50.0569332, 19.9071361, 0.0);50.0569332;19.9071361;0.0;POINT (564915.0233303662 243690.6745965797);2249;628.0557891553307;553.6588500058408
1347;3 pokojowe mieszkanie tuż przy Błoniach!;Kraków , Zwierzyniec, Salwator;3 pokoje;1166055.0;70.67;16500.0;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-tuz-przy-bloniach-ID44up5.html#85a7a68d57;2020-02-05 18:36:32.226243;Błoniach;Kraków, Kraków , Zwierzyniec, Salwator, Błoniach;Na Błoniach, Salwator, Zwierzyniec, Kraków, województwo małopolskie, 30-209, Polska;(50.0569332, 19.9071361, 0.0);50.0569332;19.9071361;0.0;POINT (564915.0233303662 243690.6745965797);2249;628.0557891553307;553.6588500058408
1348;Kraków, Kazimierza Wlk 70m2 od właściciela!;Kraków , Krowodrza;4 pokoje;655000.0;70.0;9357.0;https://www.otodom.pl/oferta/krakow-kazimierza-wlk-70m2-od-wlasciciela-ID43Pvu.html#85a7a68d57;2020-02-05 18:36:32.226243;Kazimierza;Kraków, Kraków , Krowodrza, Kazimierza;Kazimierza Wielkiego, Łobzów, Krowodrza, Kraków, województwo małopolskie, 30-053, Polska;(50.0747782, 19.9130924, 0.0);50.0747782;19.9130924;0.0;POINT (565317.0125641699 245679.3376280712);2347;2480.536996050065;181.22556493995756
1351;Przestronny apartament - ul. Grzegórzecka 102;Kraków , małopolskie;3 pokoje;980000.0;95.0;10316.0;https://www.otodom.pl/oferta/przestronny-apartament-ul-grzegorzecka-102-ID44s8y.html#85a7a68d57;2020-02-05 18:36:32.230254;Grzegórzecka;Kraków, Kraków , małopolskie, Grzegórzecka;Grzegórzecka, Grzegórzki, Kraków, województwo małopolskie, 31-539, Polska;(50.0567623, 19.9611326, 0.0);50.0567623;19.9611326;0.0;POINT (568779.2173764205 243719.9819600955);1717;383.7651382688179;139.7846669210676
1352;Nowa inwest. 29 Aleja, ul. Prandoty,3 pok, bezpośr;Kraków , Prądnik Czerwony, Rakowice;3 pokoje;549000.0;62.47;8788.0;https://www.otodom.pl/oferta/nowa-inwest-29-aleja-ul-prandoty-3-pok-bezposr-ID4467F.html#85a7a68d57;2020-02-05 18:36:32.230254;Prandoty;Kraków, Kraków , Prądnik Czerwony, Rakowice, Prandoty;Biskupa Jana Prandoty, Warszawskie, Grzegórzki, Kraków, województwo małopolskie, 31-520, Polska;(50.0766319, 19.9553353, 0.0);50.0766319;19.9553353;0.0;POINT (568336.1269097649 245923.1639303183);2134;2629.9423926542586;307.0714567539071
1353;Przytulne, do wprowadzenia 39m Chełmońskiego;Kraków , Bronowice;2 pokoje;399000.0;39.01;10228.0;https://www.otodom.pl/oferta/przytulne-do-wprowadzenia-39m-chelmonskiego-ID44umI.html#85a7a68d57;2020-02-05 18:36:32.230254;Chełmońskiego;Kraków, Kraków , Bronowice, Chełmońskiego;Józefa Chełmońskiego, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-348, Polska;(50.0970811, 19.8942649, 0.0);50.0970811;19.8942649;0.0;POINT (563940.5492672679 248142.0244571455);5083;5180.239215701006;1776.1603844935773
1354;Witosa - jednopokojowe z balkonem;Kraków , Podgórze Duchackie, Kurdwanów;1 pokój;273500.0;34.0;8044.0;https://www.otodom.pl/oferta/witosa-jednopokojowe-z-balkonem-ID44umg.html#85a7a68d57;2020-02-05 18:36:32.230254;Witosa;Kraków, Kraków , Podgórze Duchackie, Kurdwanów, Witosa;Witosa, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, Polska;(50.01241645, 19.957117557158405, 0.0);50.01241645;19.957117557158405;0.0;POINT (568555.0158340409 238787.2895417269);5572;3695.0258458246126;21.62945584645865
1359;Mieszkanie, 80 m², Kraków;Kraków , Bronowice;3 pokoje;830000.0;80.0;10375.0;https://www.otodom.pl/oferta/mieszkanie-80-m-krakow-ID44mc2.html#85a7a68d57;2020-02-05 18:36:32.230254;"""Kraków""";"Kraków, Kraków , Bronowice, ""Kraków""";Kraków Mydlniki, Generała Bolesława Wieniawy-Długoszowskiego, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-149, Polska;(50.0835967, 19.8596997, 0.0);50.0835967;19.8596997;0.0;POINT (561486.3987794621 246614.2021077145);6127;4382.288756366058;1602.0884343832315
1360;Kameralne Z Tarasem I Ogródkiem, Chełmońskiego;Kraków , Prądnik Biały;2 pokoje;464000.0;60.68;7647.0;https://www.otodom.pl/oferta/kameralne-z-tarasem-i-ogrodkiem-chelmonskiego-ID43C7c.html#85a7a68d57;2020-02-05 18:36:32.230254;Chełmońskiego;Kraków, Kraków , Prądnik Biały, Chełmońskiego;Józefa Chełmońskiego, Osiedle Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-301, Polska;(50.0863097, 19.9139884, 0.0);50.0863097;19.9139884;0.0;POINT (565365.4233826527 246961.8507835707);3295;3652.7041968002363;1262.0078695203927
1367;2 pok. balkon, 50m, os Kolorowe, bezpośrednio;Kraków , Nowa Huta;2 pokoje;398500.0;50.0;7970.0;https://www.otodom.pl/oferta/2-pok-balkon-50m-os-kolorowe-bezposrednio-ID44aX5.html#c405a183df;2020-02-05 18:36:32.990435;Kolorowe;Kraków, Kraków , Nowa Huta, Kolorowe;Osiedle Kolorowe, Nowa Huta, Kraków, województwo małopolskie, Polska;(50.0742702, 20.0268877, 0.0);50.0742702;20.0268877;0.0;POINT (573457.8601426892 245728.5660282234);6514;1817.4628618557656;244.09388859853073
1368;Krowoderskich Zuchów 51m - nowa kuchnia i łazienka;Kraków , Prądnik Biały;3 pokoje;515000.0;51.06;10086.0;https://www.otodom.pl/oferta/krowoderskich-zuchow-51m-nowa-kuchnia-i-lazienka-ID43Rzp.html#c405a183df;2020-02-05 18:36:32.990435;Zuchów;Kraków, Kraków , Prądnik Biały, Zuchów;Krowoderskich Zuchów, Krowodrza, Prądnik Biały, Kraków, województwo małopolskie, 31-271, Polska;(50.0838836, 19.930691, 0.0);50.0838836;19.930691;0.0;POINT (566563.2797053672 246706.9391442938);2597;3205.109228395317;225.6837759607873
1372;Mochnackiego, 3-pokojowe do negocjacji;Kraków , Podgórze;3 pokoje;623000.0;63.39;9828.0;https://www.otodom.pl/oferta/mochnackiego-3-pokojowe-do-negocjacji-ID445g7.html#c405a183df;2020-02-05 18:36:32.990435;Mochnackiego;Kraków, Kraków , Podgórze, Mochnackiego;Maurycego Mochnackiego, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-633, Polska;(50.0238917, 19.9632851, 0.0);50.0238917;19.9632851;0.0;POINT (568980.3356590546 240068.4229162214);4504;2673.746512040164;1017.628299780593
1373;Nowoczesne mieszkanie - Ruczaj - ul. Piltza 3 pok;Kraków , Dębniki, Ruczaj;3 pokoje;597412.0;60.06;9947.0;https://www.otodom.pl/oferta/nowoczesne-mieszkanie-ruczaj-ul-piltza-3-pok-ID44sPJ.html#c405a183df;2020-02-05 18:36:32.992584;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241);4107;2081.2718460046985;635.6711627790163
1375;Grzegórzki Nowe Słoneczne 2 Pok/Oddzielna Kuchnia;Kraków , Grzegórzki;2 pokoje;559000.0;40.3;13871.0;https://www.otodom.pl/oferta/grzegorzki-nowe-sloneczne-2-pok-oddzielna-kuchnia-ID43UZN.html#c405a183df;2020-02-05 18:36:32.992584;Grzegórzeckie;Kraków, Kraków , Grzegórzki, Grzegórzeckie;Rondo Grzegórzeckie, Grzegórzecka, Wesoła, Grzegórzki, Kraków, województwo małopolskie, 31-539, Polska;(50.05760175, 19.957833465730346, 0.0);50.05760175;19.957833465730346;0.0;POINT (568541.9372308356 243810.2551311059);1465;532.1757339387575;8.926368849540838
1376;Jasne, przytulne 45m - Stelmachów;Kraków , Prądnik Biały;2 pokoje;420000.0;47.0;8936.0;https://www.otodom.pl/oferta/jasne-przytulne-45m-stelmachow-ID44u8p.html#c405a183df;2020-02-05 18:36:32.992584;Stelmachów;Kraków, Kraków , Prądnik Biały, Stelmachów;Stelmachów, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-341, Polska;(50.0948277, 19.9091697, 0.0);50.0948277;19.9091697;0.0;POINT (565009.286113151 247904.424918592);4287;4659.328978803016;1718.6089432234558
1389;Bezpośrednio, Kawalerka, Mistrzejowice;Kraków , Mistrzejowice;1 pokój;239000.0;27.48;8697.0;https://www.otodom.pl/oferta/bezposrednio-kawalerka-mistrzejowice-ID43m3i.html#c405a183df;2020-02-05 18:36:32.993582;Mistrzejowicka;Kraków, Kraków , Mistrzejowice, Mistrzejowicka;Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-638, Polska;(50.094553, 20.0276976, 0.0);50.094553;20.0276976;0.0;POINT (573484.7766830483 247983.7896609353);7409;4036.62232110074;669.8499271157251
1394;Apartament 79 m2 w Centrum Krakowa, ul. Retoryka;Kraków , Stare Miasto;2 pokoje;1100000.0;79.0;13924.0;https://www.otodom.pl/oferta/apartament-79-m2-w-centrum-krakowa-ul-retoryka-ID43BhZ.html#6c0ab70499;2020-02-05 18:36:34.257660;Krakowa;Kraków, Kraków , Stare Miasto, Krakowa;Muzeum Historyczne Miasta Krakowa, 35, Rynek Główny, Stare Miasto, Kraków, województwo małopolskie, 31-013, Polska;(50.0627747, 19.936496, 0.0);50.0627747;19.936496;0.0;POINT (567007.8599429791 244365.8735910375);225;945.9751988777426;250.9157178118578
1396;Ruczaj, Piltza, 4 pokoje, 70m2 z antresolą;Kraków , Dębniki, Ruczaj;4 pokoje;599000.0;70.0;8557.0;https://www.otodom.pl/oferta/ruczaj-piltza-4-pokoje-70m2-z-antresola-ID44u9n.html#6c0ab70499;2020-02-05 18:36:34.257660;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241);4107;2081.2718460046985;635.6711627790163
1397;Sprzedam Mieszkanie Kraków, ul. Okulickiego;Kraków , Bieńczyce;2 pokoje;420000.0;51.0;8235.0;https://www.otodom.pl/oferta/sprzedam-mieszkanie-krakow-ul-okulickiego-ID44u9l.html#6c0ab70499;2020-02-05 18:36:34.257660;Okulickiego;Kraków, Kraków , Bieńczyce, Okulickiego;Generała Leopolda Okulickiego, Bieńczyce, Kraków, województwo małopolskie, 31-873, Polska;(50.0881722, 20.0043329, 0.0);50.0881722;20.0043329;0.0;POINT (571823.668221917 247251.8359452272);5616;3290.5079724176176;612.3783417887632
1398;Krowodrza, Prądnik Biały Azory, Przytulne 3-pokoje;Kraków , Prądnik Biały;3 pokoje;399000.0;44.0;9068.0;https://www.otodom.pl/oferta/krowodrza-pradnik-bialy-azory-przytulne-3-pokoje-ID44h20.html#6c0ab70499;2020-02-05 18:36:34.257660;Prądnika;Kraków, Kraków , Prądnik Biały, Prądnika;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.0955225, 19.9283169, 0.0);50.0955225;19.9283169;0.0;POINT (566377.4070532473 247998.4942823648);3900;4500.190004032419;779.7765063162345
1402;Al. 29 Listopada - świeżo po remoncie - 3 pokoje;Kraków , Prądnik Czerwony;3 pokoje;576000.0;60.0;9600.0;https://www.otodom.pl/oferta/al-29-listopada-swiezo-po-remoncie-3-pokoje-ID44gUp.html#6c0ab70499;2020-02-05 18:36:34.257660;Listopada;Kraków, Kraków , Prądnik Czerwony, Listopada;Aleja 29 Listopada, Rogatka Warszawska, Prądnik Czerwony, Kraków, województwo małopolskie, 31-426, Polska;(50.0859053, 19.9543585, 0.0);50.0859053;19.9543585;0.0;POINT (568253.087667641 246953.0098674837);3005;3617.4343964017844;1311.6465263999553
1403;2 pokoje, 38m2 przy ul. Okulickiego;Kraków , Mistrzejowice;2 pokoje;350000.0;38.0;9211.0;https://www.otodom.pl/oferta/2-pokoje-38m2-przy-ul-okulickiego-ID44u3y.html#6c0ab70499;2020-02-05 18:36:34.257660;Okulickiego;Kraków, Kraków , Mistrzejowice, Okulickiego;Okulickiego, Os. Akademickie PK, Osiedle Dywizjonu 303, Czyżyny, Kraków, województwo małopolskie, 31-866, Polska;(50.087129, 19.9950474, 0.0);50.087129;19.9950474;0.0;POINT (571161.1832852102 247126.9966402054);5002;3026.8641597043916;883.1169028644161
1406;PRESTIGE CITY - fantastyczne osiedle PROMOCJA !!!;Kraków , Swoszowice, Opatkowice;3 pokoje;377000.0;58.0;6500.0;https://www.otodom.pl/oferta/prestige-city-fantastyczne-osiedle-promocja-ID31H8u.html#6c0ab70499;2020-02-05 18:36:34.257660;Osiedle;Kraków, Kraków , Swoszowice, Opatkowice, Osiedle;Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-418, Polska;(50.0199633, 19.9294446, 0.0);50.0199633;19.9294446;0.0;POINT (566562.5010926843 239601.1100098249);4604;2822.079298482199;347.22266534352224
1407;Nowe piękne osiedle PROMOCJA !!!;Kraków , Podgórze;3 pokoje;340000.0;63.0;5397.0;https://www.otodom.pl/oferta/nowe-piekne-osiedle-promocja-ID31GU8.html#6c0ab70499;2020-02-05 18:36:34.257660;Osiedle;Kraków, Kraków , Podgórze, Osiedle;Podgórze, Kraków, województwo małopolskie, 30-537, Polska;(50.0430999, 19.9529614, 0.0);50.0430999;19.9529614;0.0;POINT (568213.855078951 242193.9243198894);2259;470.9595047880475;263.3467367020116
1409;Przestronne Dwupokojowe Idealne Dla Rodziny;Kraków , Podgórze Duchackie, Kurdwanów;2 pokoje;429000.0;47.12;9104.0;https://www.otodom.pl/oferta/przestronne-dwupokojowe-idealne-dla-rodziny-ID44u1o.html#6c0ab70499;2020-02-05 18:36:34.257660;Rodziny;Kraków, Kraków , Podgórze Duchackie, Kurdwanów, Rodziny;Zgromadzenie Sióstr Najświętszej Rodziny z Nazaretu, Nazaretańska, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-647, Polska;(50.004329150000004, 19.965600339691825, 0.0);50.004329150000004;19.965600339691825;0.0;POINT (569174.2055526307 237896.2088104906);6603;4732.860238644825;1015.780805164305
